number of locker:18
0,117.253903,31.859206,0
1,117.193934,31.858655,1
2,117.142479,31.852746,0
3,117.275325,31.851986,1
4,117.255866,31.822338,0
5,117.309396,31.83736,0
6,117.276721,31.884819,0
7,117.313986,31.877897,1
8,117.336639,31.899513,0
9,117.286178,31.88628,1
10,117.262358,31.835432,1
11,117.327538,31.861642,1
12,117.251981,31.885567,0
13,117.327538,31.861642,1
14,117.270119,31.884415,0
15,117.363375,31.862288,1
16,117.335573,31.922945,1
17,117.307309,31.838577,0
number of tasks:40
2,11,(735,885)
4,0,(735,810)
3,14,(990,1110)
15,9,(720,780)
6,14,(900,960)
9,8,(870,1005)
4,16,(780,915)
6,10,(765,855)
17,16,(585,720)
0,3,(1080,1200)
4,1,(570,630)
3,14,(750,870)
16,14,(1005,1065)
16,4,(750,915)
17,2,(645,720)
4,10,(1140,1245)
7,3,(1035,1110)
13,2,(585,660)
10,2,(525,690)
11,0,(1020,1155)
4,3,(960,1125)
5,9,(1080,1230)
7,2,(690,810)
5,0,(495,555)
8,3,(765,855)
1,13,(600,750)
17,11,(540,675)
5,2,(840,1005)
6,10,(540,675)
3,16,(750,855)
17,16,(795,855)
2,11,(630,780)
8,5,(945,1095)
11,8,(1095,1185)
2,11,(1215,1275)
7,11,(1080,1170)
5,14,(1065,1230)
3,2,(990,1110)
15,14,(735,855)
13,1,(825,975)
