number of lockers:16
0,114.317404,30.488987,0
1,114.333136,30.530459,1
2,114.278104,30.553924,1
3,114.252377,30.554658,1
4,114.180748,30.498577,0
5,114.317482,30.616932,0
6,114.268978,30.619983,0
7,114.360736,30.605027,0
8,114.275158,30.586327,1
9,114.381772,30.62584,1
10,114.359207,30.588569,0
11,114.289617,30.58803,1
12,114.36025,30.532245,0
13,114.416211,30.635599,1
14,114.359207,30.588569,1
15,114.30623,30.604454,1
number of tasks:100
2,10,(1005,1125)
12,10,(975,1080)
15,2,(780,930)
9,8,(675,825)
2,5,(795,930)
4,12,(510,645)
4,10,(1200,1305)
3,13,(690,840)
11,9,(825,960)
15,13,(1080,1170)
11,10,(570,735)
4,12,(1200,1305)
4,10,(1095,1215)
7,14,(1215,1335)
10,9,(1020,1125)
14,13,(1230,1395)
8,14,(495,645)
2,4,(600,690)
10,6,(1125,1230)
10,0,(495,600)
4,3,(780,900)
13,12,(750,855)
7,2,(975,1080)
11,5,(960,1035)
12,8,(1125,1260)
9,10,(1125,1200)
4,0,(1215,1275)
2,1,(885,990)
14,4,(765,885)
12,3,(495,585)
11,6,(615,675)
11,9,(1155,1230)
14,1,(570,660)
3,14,(1020,1155)
1,4,(870,975)
8,11,(1140,1215)
2,13,(1215,1305)
12,15,(540,645)
6,1,(1110,1275)
4,5,(1080,1245)
14,4,(825,900)
0,4,(540,675)
9,2,(990,1140)
9,0,(495,585)
13,1,(495,570)
2,4,(1125,1290)
6,10,(585,735)
8,1,(1005,1080)
11,3,(900,975)
10,3,(480,585)
1,3,(1185,1290)
5,1,(675,810)
2,15,(1050,1170)
7,12,(765,855)
4,0,(1050,1140)
3,11,(1110,1200)
6,7,(1035,1155)
11,14,(1050,1215)
5,12,(1140,1200)
1,8,(825,960)
13,5,(615,780)
4,2,(1185,1320)
5,9,(1125,1215)
15,14,(510,600)
15,0,(945,1020)
9,3,(540,615)
13,11,(735,855)
12,15,(855,1020)
4,14,(570,705)
4,3,(840,930)
6,10,(690,810)
12,3,(1110,1215)
14,1,(630,795)
2,10,(1215,1320)
15,14,(900,960)
2,1,(1065,1155)
7,14,(1170,1230)
15,12,(1125,1260)
11,1,(960,1080)
13,5,(870,1005)
10,4,(750,870)
1,15,(750,855)
6,1,(885,1035)
9,12,(1080,1155)
11,6,(1125,1260)
15,7,(1080,1215)
9,15,(690,765)
12,15,(885,990)
15,12,(630,705)
6,13,(660,735)
8,13,(915,1035)
3,9,(720,840)
13,4,(1185,1320)
12,9,(525,645)
7,9,(480,615)
3,13,(1170,1260)
8,9,(600,735)
10,2,(1230,1290)
11,8,(480,600)
7,12,(1095,1245)
