number of lockers:16
0,114.317404,30.488987,0
1,114.333136,30.530459,1
2,114.278104,30.553924,1
3,114.252377,30.554658,1
4,114.180748,30.498577,0
5,114.317482,30.616932,0
6,114.268978,30.619983,0
7,114.360736,30.605027,0
8,114.275158,30.586327,1
9,114.381772,30.62584,1
10,114.359207,30.588569,0
11,114.289617,30.58803,1
12,114.36025,30.532245,0
13,114.416211,30.635599,1
14,114.359207,30.588569,1
15,114.30623,30.604454,1
number of tasks:90
12,4,(600,660)
11,8,(1215,1380)
9,4,(690,750)
15,8,(900,1020)
8,0,(915,1065)
1,14,(1125,1275)
13,3,(690,825)
7,10,(855,1020)
4,3,(1110,1275)
0,2,(945,1095)
8,10,(660,750)
0,14,(1140,1290)
8,10,(540,675)
1,15,(555,660)
7,13,(1095,1155)
7,3,(660,780)
8,7,(1140,1290)
10,9,(1170,1335)
10,7,(930,1050)
0,15,(1065,1125)
15,14,(810,885)
9,15,(840,960)
7,4,(750,870)
1,5,(1080,1200)
11,13,(840,915)
1,0,(735,825)
12,7,(1095,1200)
6,10,(1245,1395)
2,12,(570,675)
1,11,(1155,1230)
2,13,(600,675)
8,6,(840,945)
7,2,(630,690)
12,1,(510,675)
5,3,(585,720)
6,5,(795,930)
12,15,(1080,1215)
9,14,(870,975)
13,2,(1215,1365)
15,8,(1185,1260)
1,14,(780,870)
14,4,(1065,1230)
0,1,(1200,1260)
3,8,(1170,1335)
14,10,(675,795)
5,11,(1245,1320)
7,1,(825,975)
14,13,(1035,1095)
10,14,(1230,1350)
7,0,(1005,1155)
3,6,(810,915)
5,10,(615,720)
0,15,(1230,1350)
11,13,(1155,1230)
12,8,(540,705)
14,10,(765,930)
5,7,(585,720)
6,9,(510,675)
11,5,(720,870)
11,3,(855,960)
10,13,(765,885)
14,6,(585,720)
1,15,(645,795)
3,2,(570,705)
8,7,(1110,1170)
13,8,(810,885)
15,11,(990,1140)
6,15,(885,1005)
12,3,(1245,1350)
15,13,(570,690)
12,2,(975,1140)
10,9,(825,915)
6,5,(1155,1230)
14,8,(855,945)
3,7,(645,810)
3,1,(960,1125)
12,0,(615,750)
2,0,(735,900)
0,1,(705,795)
4,10,(1170,1260)
6,11,(1095,1170)
5,4,(1215,1350)
15,11,(675,780)
10,3,(900,1005)
7,14,(600,765)
15,13,(945,1065)
10,8,(1110,1200)
3,2,(1245,1350)
12,11,(885,945)
2,13,(525,660)
