number of locker:14
0,118.764082,32.241053,1
1,118.81737,32.105775,0
2,118.833397,31.90207,1
3,118.79073,32.023645,1
4,118.733043,32.002592,0
5,118.810838,32.042773,0
6,118.826643,31.951327,1
7,118.737614,32.01082,0
8,118.78618,31.98648,0
9,118.756,32.04356,1
10,118.746414,32.094077,0
11,118.80101,32.045351,1
12,118.725489,31.989837,0
13,118.785502,32.085767,1
number of tasks:40
8,11,(705,825)
11,10,(1095,1260)
6,8,(810,885)
11,10,(630,750)
10,8,(885,1050)
13,4,(840,930)
1,10,(1065,1140)
5,6,(660,735)
10,3,(645,720)
12,1,(960,1080)
11,5,(540,675)
3,7,(555,705)
5,10,(1230,1395)
0,9,(1095,1200)
4,13,(1185,1320)
9,12,(765,840)
10,8,(1185,1335)
11,6,(615,750)
10,7,(1020,1155)
12,3,(825,915)
12,9,(1095,1215)
11,5,(570,675)
1,10,(855,1005)
6,3,(1170,1335)
9,0,(690,750)
3,1,(585,750)
10,7,(825,930)
0,3,(705,840)
12,8,(930,990)
5,6,(1125,1200)
6,13,(570,630)
12,5,(795,915)
2,8,(555,615)
10,0,(720,780)
0,13,(1005,1065)
11,13,(1005,1095)
13,11,(615,765)
9,1,(630,705)
8,1,(765,885)
3,4,(1170,1320)
