number of locker:16
0,120.275514,30.162905,0
1,120.183847,30.256681,1
2,120.161019,30.275299,0
3,120.184491,30.252282,0
4,120.147849,30.327679,1
5,120.090568,30.287277,1
6,120.307664,30.432232,0
7,120.214166,30.261801,1
8,120.258268,30.316964,1
9,120.209964,30.213966,1
10,120.220274,30.301773,1
11,120.174191,30.303283,0
12,120.325526,30.322544,0
13,120.104669,30.275147,0
14,120.270777,30.193737,0
15,120.204841,30.208105,1
number of tasks:10
2,0,(1110,1200)
13,11,(750,870)
5,7,(975,1140)
7,5,(825,960)
4,15,(1245,1380)
13,12,(1245,1395)
13,8,(1005,1170)
15,9,(480,645)
0,10,(480,585)
0,15,(750,915)
