number of lockers:17
0,121.437529,31.272966,1
1,121.392875,31.232531,1
2,121.495334,31.294614,0
3,121.460088,31.278009,1
4,121.524708,31.278971,1
5,121.461271,31.237888,1
6,121.473177,31.233176,1
7,121.471215,31.220329,1
8,121.428321,31.193002,1
9,121.529755,31.234558,0
10,121.519901,31.312059,0
11,121.567792,31.217921,0
12,121.444161,31.199066,1
13,121.469022,31.212103,1
14,121.451891,31.258675,0
15,121.450891,31.250268,0
16,121.464757,31.20385,0
number of tasks:100
8,9,(795,870)
4,14,(990,1065)
14,13,(1230,1380)
1,7,(525,630)
4,6,(585,645)
7,12,(1230,1350)
12,11,(495,555)
2,12,(690,840)
10,7,(585,720)
5,16,(1065,1155)
4,13,(990,1110)
9,1,(1020,1125)
5,3,(600,735)
16,6,(840,930)
14,0,(480,570)
0,10,(495,630)
8,9,(885,960)
8,11,(705,780)
7,13,(525,615)
10,12,(735,900)
7,2,(1020,1155)
8,16,(1080,1245)
4,14,(585,645)
5,16,(705,825)
1,13,(525,630)
15,9,(540,600)
8,6,(825,960)
10,9,(510,660)
6,4,(615,720)
5,1,(585,690)
8,0,(645,720)
6,11,(1200,1290)
7,12,(615,720)
8,9,(630,765)
9,5,(1185,1320)
5,15,(840,915)
6,5,(675,840)
12,1,(1230,1305)
12,0,(975,1095)
3,11,(1155,1290)
14,4,(960,1095)
9,15,(930,1005)
1,4,(810,915)
0,2,(1065,1185)
15,6,(840,1005)
12,16,(735,795)
4,16,(600,720)
14,1,(600,705)
1,5,(705,765)
14,0,(780,900)
11,4,(810,960)
5,3,(585,735)
1,3,(600,735)
4,3,(885,1035)
11,13,(795,930)
5,1,(1245,1320)
5,3,(660,825)
9,3,(525,645)
12,11,(705,855)
5,3,(630,705)
1,14,(945,1005)
6,5,(945,1050)
11,0,(1200,1350)
11,8,(600,705)
13,16,(750,900)
7,12,(930,990)
13,6,(825,930)
7,16,(915,1050)
6,10,(510,600)
0,11,(1020,1170)
13,3,(795,960)
6,1,(585,675)
1,0,(690,840)
15,13,(1035,1095)
4,5,(915,975)
2,11,(1110,1185)
11,12,(1005,1080)
3,2,(795,915)
3,13,(1230,1380)
2,3,(930,1035)
0,14,(525,645)
9,11,(780,840)
8,6,(1050,1110)
6,7,(1095,1170)
9,3,(555,720)
16,2,(555,615)
4,7,(810,885)
7,6,(930,1005)
12,8,(630,780)
1,6,(1050,1140)
11,6,(825,885)
3,10,(780,855)
14,6,(510,630)
7,14,(1035,1140)
1,0,(540,705)
15,7,(480,630)
12,1,(1200,1365)
9,2,(1140,1215)
13,0,(630,705)
1,8,(705,855)
