number of lockers:17
0,113.993909,22.600715,0
1,114.132711,22.612996,0
2,114.002421,22.531895,1
3,113.956056,22.585511,1
4,113.996901,22.548291,0
5,114.071546,22.53781,1
6,114.117074,22.547539,1
7,114.045737,22.550182,0
8,114.092572,22.546793,0
9,114.071806,22.547064,1
10,114.077387,22.57608,1
11,114.078392,22.548016,0
12,114.082101,22.525684,0
13,114.149702,22.63049,0
14,114.020603,22.558149,1
15,114.068999,22.566427,1
16,114.107071,22.560386,0
number of tasks:90
12,3,(870,945)
3,2,(720,870)
6,14,(885,1035)
16,10,(1245,1365)
11,10,(1125,1230)
1,13,(480,570)
8,7,(780,945)
14,15,(555,705)
15,5,(960,1080)
15,14,(585,645)
7,14,(780,870)
9,7,(735,855)
8,7,(525,645)
4,16,(600,660)
14,8,(975,1125)
11,13,(705,810)
11,12,(1005,1170)
11,14,(570,630)
10,1,(645,705)
12,2,(975,1080)
12,8,(870,990)
8,10,(1095,1230)
15,6,(675,840)
5,4,(1095,1155)
3,15,(1005,1170)
8,0,(570,720)
15,13,(510,615)
3,10,(1155,1215)
12,15,(720,825)
11,12,(900,1065)
15,1,(555,720)
8,15,(945,1020)
3,12,(1050,1155)
0,13,(630,780)
15,8,(1245,1320)
12,15,(885,975)
13,6,(765,855)
16,11,(1215,1365)
7,4,(765,885)
14,2,(735,795)
4,12,(765,900)
14,9,(1215,1365)
0,6,(660,735)
5,13,(1140,1230)
14,13,(1230,1365)
7,14,(750,840)
9,5,(525,660)
10,8,(1245,1350)
0,5,(1035,1110)
14,3,(1140,1215)
7,12,(900,990)
0,7,(840,945)
10,6,(810,930)
3,8,(510,585)
7,14,(1125,1260)
15,5,(495,660)
12,15,(690,750)
7,12,(825,975)
2,1,(960,1050)
4,5,(1110,1215)
10,7,(1215,1350)
13,2,(945,1065)
1,12,(570,735)
9,14,(810,900)
3,11,(795,855)
10,14,(900,1020)
15,10,(1155,1290)
5,11,(1110,1170)
9,13,(660,765)
15,16,(540,600)
1,12,(1125,1185)
14,13,(915,1065)
14,12,(1110,1245)
7,10,(570,660)
8,12,(885,990)
0,12,(795,855)
5,14,(570,720)
1,5,(660,795)
15,12,(885,1020)
0,15,(750,825)
8,15,(1140,1245)
11,16,(540,705)
14,6,(660,750)
7,1,(675,840)
9,6,(1170,1275)
15,9,(1095,1185)
6,0,(900,990)
2,0,(900,975)
5,3,(1080,1200)
2,13,(1245,1335)
