number of locker:17
0,121.437529,31.272966,1
1,121.392875,31.232531,1
2,121.495334,31.294614,0
3,121.460088,31.278009,1
4,121.524708,31.278971,1
5,121.461271,31.237888,1
6,121.473177,31.233176,1
7,121.471215,31.220329,1
8,121.428321,31.193002,1
9,121.529755,31.234558,0
10,121.519901,31.312059,0
11,121.567792,31.217921,0
12,121.444161,31.199066,1
13,121.469022,31.212103,1
14,121.451891,31.258675,0
15,121.450891,31.250268,0
16,121.464757,31.20385,0
number of tasks:30
6,7,(735,840)
13,0,(975,1035)
9,15,(825,975)
4,12,(735,795)
14,6,(1110,1185)
14,11,(1215,1320)
8,5,(960,1065)
5,16,(930,1035)
15,11,(855,975)
15,6,(870,945)
16,15,(945,1080)
5,2,(945,1080)
0,11,(600,660)
10,0,(570,645)
13,9,(765,885)
3,12,(945,1050)
2,16,(1080,1200)
9,11,(630,795)
4,14,(825,975)
11,12,(1170,1260)
2,14,(885,1005)
16,15,(1110,1215)
14,2,(930,990)
16,15,(1200,1290)
16,7,(1065,1125)
3,8,(735,885)
13,14,(660,735)
0,14,(930,1035)
5,11,(705,855)
3,8,(705,825)
