number of locker:17
0,113.993909,22.600715,0
1,114.132711,22.612996,0
2,114.002421,22.531895,1
3,113.956056,22.585511,1
4,113.996901,22.548291,0
5,114.071546,22.53781,1
6,114.117074,22.547539,1
7,114.045737,22.550182,0
8,114.092572,22.546793,0
9,114.071806,22.547064,1
10,114.077387,22.57608,1
11,114.078392,22.548016,0
12,114.082101,22.525684,0
13,114.149702,22.63049,0
14,114.020603,22.558149,1
15,114.068999,22.566427,1
16,114.107071,22.560386,0
number of tasks:40
13,9,(1140,1275)
7,11,(840,930)
11,10,(1125,1215)
6,9,(1200,1275)
9,11,(555,660)
7,6,(810,960)
16,7,(915,975)
1,13,(1065,1185)
12,3,(525,645)
8,1,(1245,1320)
8,2,(945,1065)
1,6,(1200,1305)
3,14,(615,705)
8,10,(1155,1245)
1,14,(1035,1200)
13,14,(1215,1350)
3,14,(660,795)
2,6,(975,1065)
9,4,(1080,1155)
1,15,(1140,1275)
6,4,(510,675)
6,11,(1140,1200)
4,1,(765,915)
4,16,(1245,1395)
2,10,(915,1035)
16,5,(795,870)
12,9,(630,795)
7,13,(1215,1275)
12,14,(525,690)
14,0,(900,1020)
3,11,(900,1035)
6,7,(870,945)
8,7,(1005,1170)
2,16,(1005,1155)
12,7,(900,975)
5,4,(1035,1200)
6,8,(1170,1245)
1,2,(645,795)
15,11,(855,960)
11,2,(780,930)
