number of locker:16
0,120.275514,30.162905,0
1,120.183847,30.256681,1
2,120.161019,30.275299,0
3,120.184491,30.252282,0
4,120.147849,30.327679,1
5,120.090568,30.287277,1
6,120.307664,30.432232,0
7,120.214166,30.261801,1
8,120.258268,30.316964,1
9,120.209964,30.213966,1
10,120.220274,30.301773,1
11,120.174191,30.303283,0
12,120.325526,30.322544,0
13,120.104669,30.275147,0
14,120.270777,30.193737,0
15,120.204841,30.208105,1
number of tasks:60
12,5,(825,975)
13,7,(765,840)
5,13,(810,870)
15,1,(720,780)
5,12,(480,585)
5,15,(1200,1305)
11,1,(795,855)
14,12,(690,840)
14,9,(735,900)
6,2,(1095,1200)
8,5,(1080,1155)
8,11,(780,930)
9,15,(1140,1230)
9,4,(1215,1275)
7,6,(630,720)
11,1,(600,705)
2,1,(1050,1170)
1,14,(855,960)
13,12,(1170,1245)
3,10,(675,750)
10,2,(675,750)
9,2,(990,1125)
7,3,(705,870)
2,9,(525,645)
13,8,(600,765)
13,3,(855,930)
14,11,(600,705)
15,12,(810,945)
8,2,(1185,1350)
6,11,(525,675)
10,3,(765,900)
6,10,(1005,1125)
6,3,(885,945)
14,4,(495,645)
12,2,(885,975)
0,15,(945,1050)
5,8,(645,750)
13,3,(810,930)
13,0,(765,855)
4,0,(1020,1170)
13,9,(765,870)
9,2,(945,1020)
7,15,(600,690)
5,2,(1035,1200)
11,10,(1080,1230)
4,7,(660,795)
10,9,(735,795)
8,5,(735,810)
4,11,(735,825)
12,1,(1125,1275)
11,9,(1155,1320)
8,3,(480,540)
2,1,(615,705)
8,6,(1200,1275)
7,6,(1140,1290)
0,1,(915,1080)
2,11,(1080,1140)
4,7,(615,735)
8,7,(870,1035)
7,10,(1215,1305)
