number of lockers:17
0,121.437529,31.272966,1
1,121.392875,31.232531,1
2,121.495334,31.294614,0
3,121.460088,31.278009,1
4,121.524708,31.278971,1
5,121.461271,31.237888,1
6,121.473177,31.233176,1
7,121.471215,31.220329,1
8,121.428321,31.193002,1
9,121.529755,31.234558,0
10,121.519901,31.312059,0
11,121.567792,31.217921,0
12,121.444161,31.199066,1
13,121.469022,31.212103,1
14,121.451891,31.258675,0
15,121.450891,31.250268,0
16,121.464757,31.20385,0
number of tasks:90
2,7,(885,1050)
10,0,(495,630)
16,0,(1110,1185)
3,11,(1095,1200)
3,2,(945,1110)
6,1,(630,750)
14,13,(675,750)
4,14,(795,930)
7,4,(1215,1320)
1,15,(735,810)
14,0,(1140,1215)
2,7,(1155,1215)
2,9,(705,765)
2,4,(675,780)
0,11,(765,825)
5,4,(900,1065)
3,0,(1155,1215)
7,4,(660,780)
0,7,(900,975)
4,12,(675,795)
6,7,(510,615)
11,6,(675,810)
8,16,(735,795)
11,0,(750,810)
3,15,(555,720)
10,15,(645,810)
3,2,(930,1095)
2,10,(750,915)
4,8,(1245,1350)
6,4,(1125,1185)
10,6,(480,540)
11,15,(1230,1305)
7,8,(1245,1305)
5,11,(750,900)
8,7,(1200,1305)
16,9,(570,630)
8,9,(615,690)
2,4,(645,720)
12,11,(930,1095)
8,9,(480,555)
7,9,(795,885)
3,13,(1020,1125)
7,3,(990,1095)
2,14,(840,960)
1,9,(795,945)
3,16,(915,1065)
16,9,(645,720)
10,1,(600,735)
10,1,(585,660)
8,9,(1245,1380)
3,4,(1245,1350)
11,3,(570,660)
6,0,(495,555)
8,2,(1095,1245)
3,16,(1245,1305)
10,6,(660,750)
15,16,(915,1050)
5,14,(1005,1110)
3,1,(1065,1185)
15,14,(1230,1290)
6,2,(1020,1095)
5,4,(630,720)
14,10,(1065,1185)
14,13,(750,870)
16,13,(570,660)
2,14,(1155,1320)
1,10,(930,1020)
7,5,(1125,1275)
10,5,(1200,1290)
10,6,(1080,1230)
14,3,(525,675)
7,16,(630,705)
12,2,(570,675)
14,6,(1155,1290)
9,1,(870,975)
4,0,(960,1110)
2,11,(855,1005)
3,7,(675,765)
2,16,(570,660)
3,2,(945,1065)
3,10,(720,870)
12,1,(810,945)
3,5,(540,705)
3,9,(570,630)
9,8,(1020,1185)
12,14,(525,690)
10,4,(885,990)
1,2,(975,1050)
3,2,(600,735)
12,9,(885,960)
