number of locker:6
0,120.183847,30.256681,0
1,120.184491,30.252282,1
2,120.090568,30.287277,1
3,120.214166,30.261801,0
4,120.209964,30.213966,0
5,120.174191,30.303283,1
number of tasks:30
2,5,(825,915)
4,1,(720,855)
5,4,(1110,1260)
0,5,(510,660)
5,1,(675,810)
4,5,(975,1110)
3,0,(585,660)
4,5,(825,900)
4,2,(1035,1095)
4,1,(735,795)
2,0,(1185,1260)
4,5,(750,900)
3,0,(975,1125)
5,0,(1095,1185)
2,1,(705,765)
2,3,(885,945)
3,5,(1050,1140)
4,3,(1035,1095)
4,2,(645,795)
1,4,(765,900)
2,4,(990,1125)
1,2,(1110,1245)
2,3,(1155,1275)
1,5,(555,675)
3,1,(720,870)
4,2,(600,735)
4,5,(975,1110)
0,5,(1215,1305)
2,4,(660,720)
4,3,(780,840)
