number of locker:19
0,116.301146,39.868571,0
1,116.385115,39.855678,0
2,116.479714,39.988116,0
3,116.30445,39.939232,0
4,116.467319,39.921818,0
5,116.376745,40.106884,1
6,116.419709,39.921397,0
7,116.505102,39.979659,0
8,116.363943,39.937717,0
9,116.356626,39.949421,1
10,116.322892,39.983633,0
11,116.36636,39.959313,1
12,116.295945,39.949737,0
13,116.371776,39.980227,0
14,116.366192,39.946839,1
15,116.372696,39.947528,0
16,116.425413,40.052886,1
17,116.446312,40.052313,1
18,116.256733,39.986814,1
number of tasks:30
9,15,(825,915)
9,10,(720,855)
0,18,(1110,1260)
11,5,(510,660)
16,3,(675,810)
2,11,(975,1110)
14,0,(585,660)
0,17,(825,900)
17,9,(1035,1095)
10,4,(735,795)
6,13,(1185,1260)
8,17,(750,900)
15,9,(975,1125)
9,14,(1095,1185)
4,12,(705,765)
15,8,(885,945)
11,15,(1050,1140)
12,6,(1035,1095)
9,4,(645,795)
16,0,(765,900)
0,18,(990,1125)
1,17,(1110,1245)
4,6,(1155,1275)
10,1,(555,675)
5,13,(720,870)
6,5,(600,735)
17,3,(975,1110)
15,4,(1215,1305)
6,1,(660,720)
0,17,(780,840)
