number of locker:6
0,120.183847,30.256681,0
1,120.184491,30.252282,1
2,120.090568,30.287277,1
3,120.214166,30.261801,1
4,120.209964,30.213966,0
5,120.174191,30.303283,0
number of tasks:20
1,5,(825,915)
0,4,(720,855)
2,0,(1110,1260)
2,5,(510,660)
5,2,(675,810)
4,3,(975,1110)
2,0,(585,660)
3,0,(825,900)
5,0,(1035,1095)
3,0,(735,795)
1,5,(1185,1260)
1,3,(750,900)
0,5,(975,1125)
4,1,(1095,1185)
5,0,(705,765)
1,0,(885,945)
2,5,(1050,1140)
2,0,(1035,1095)
2,5,(645,795)
0,1,(765,900)
